timestamp,subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_3,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_27,subcarrier_28,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_52,subcarrier_53,subcarrier_54,subcarrier_55,subcarrier_56,subcarrier_57,subcarrier_58,subcarrier_59,subcarrier_60,subcarrier_61,subcarrier_62,subcarrier_63
2025-05-05 18:46:18.112578,(-9+22j),(-947-1686j),(-906-1302j),(-816-974j),(-666-666j),(-466-399j),(-232-176j),(8-6j),(259+111j),(495+182j),(718+218j),(920+222j),(1100+190j),(1261+129j),(1401+45j),(1522-62j),(1589-189j),(1621-328j),(1601-465j),(1554-600j),(1461-731j),(1359-849j),(1186-928j),(992-965j),(782-961j),(579-932j),(392-862j),(230-781j),(95-687j),(6+4j),(10+4j),(3+12j),(18469+0j),(-11776-32640j),(1152+0j),(-2-10j),(45-156j),(29+120j),(108+64j),(189-5j),(271-86j),(347-181j),(428-282j),(516-394j),(577-505j),(639-624j),(706-755j),(772-889j),(837-1028j),(896-1176j),(954-1343j),(993-1513j),(1012-1712j),(1009-1929j),(973-2157j),(888-2364j),(755-2546j),(558-2678j),(364-2777j),(127-2844j),(-128-2826j),(-377-2729j),(-599-2547j),(-782-2315j)
2025-05-05 18:46:19.087681,-16j,(940+1635j),(920+1251j),(829+907j),(670+607j),(465+354j),(217+151j),(-34+20j),(-296-63j),(-534-87j),(-755-72j),(-957-22j),(-1118+61j),(-1263+176j),(-1383+321j),(-1452+480j),(-1471+648j),(-1450+818j),(-1373+970j),(-1256+1107j),(-1106+1221j),(-939+1324j),(-721+1332j),(-503+1303j),(-292+1230j),(-101+1109j),(58+962j),(178+817j),(265+662j),(-4-8j),(-12+6j),(-6+1j),(18469+0j),(-11776-32640j),(1152+0j),(-2-2j),(-115+79j),(31-94j),(-64-94j),(-170-73j),(-279-34j),(-390+20j),(-501+91j),(-611+171j),(-714+265j),(-809+365j),(-904+479j),(-997+596j),(-1094+722j),(-1185+870j),(-1261+1030j),(-1332+1215j),(-1374+1424j),(-1389+1669j),(-1354+1903j),(-1272+2149j),(-1124+2367j),(-919+2520j),(-677+2678j),(-398+2768j),(-92+2782j),(202+2698j),(474+2523j),(701+2286j)
2025-05-05 18:46:19.449971,(-26+11j),(753-1648j),(283-1458j),(-48-1172j),(-234-822j),(-262-468j),(-157-162j),(34+46j),(278+151j),(527+142j),(754+37j),(935-150j),(1037-390j),(1051-668j),(989-961j),(826-1234j),(569-1454j),(250-1590j),(-101-1623j),(-453-1555j),(-777-1381j),(-1072-1137j),(-1207-798j),(-1264-439j),(-1203-98j),(-1041+189j),(-828+390j),(-606+504j),(-388+550j),(-1+1j),(-5-5j),(-8-7j),(18469+0j),(-11776-32640j),(1152+0j),(1+6j),(-188-27j),(159-65j),(96-157j),(-2-246j),(-137-304j),(-304-326j),(-485-295j),(-667-209j),(-823-71j),(-945+117j),(-1035+348j),(-1077+606j),(-1069+897j),(-983+1188j),(-836+1477j),(-604+1762j),(-289+2001j),(117+2187j),(592+2295j),(1106+2253j),(1615+2066j),(2076+1723j),(2437+1256j),(2676+687j),(2731+57j),(2584-558j),(2261-1074j),(1817-1453j)
2025-05-05 18:46:19.797948,(-12-2j),(1837+310j),(1523+14j),(1191-171j),(846-254j),(510-236j),(213-134j),(-20+17j),(-193+231j),(-290+454j),(-326+680j),(-306+893j),(-228+1084j),(-98+1248j),(74+1387j),(279+1465j),(504+1493j),(730+1443j),(935+1338j),(1118+1181j),(1262+976j),(1360+741j),(1375+485j),(1324+233j),(1208+3j),(1046-188j),(861-325j),(680-410j),(507-450j),(4+11j),(8+8j),(11+9j),(18469+0j),(-11776-32640j),(1152+0j),(-1+4j),(-154+122j),(68-153j),(-37-169j),(-159-170j),(-292-144j),(-426-91j),(-558-9j),(-679+99j),(-783+232j),(-873+386j),(-938+555j),(-988+734j),(-1025+931j),(-1025+1133j),(-1002+1354j),(-943+1592j),(-835+1842j),(-672+2081j),(-452+2315j),(-167+2498j),(169+2618j),(543+2610j),(931+2605j),(1311+2459j),(1645+2228j),(1898+1891j),(2048+1497j),(2106+1091j)
2025-05-05 18:46:20.152440,(-25+9j),(283-1878j),(-34-1565j),(-236-1228j),(-318-863j),(-286-524j),(-161-235j),(22-17j),(248+123j),(490+181j),(733+163j),(943+76j),(1114-70j),(1245-265j),(1323-497j),(1340-751j),(1256-1005j),(1111-1235j),(898-1410j),(644-1531j),(363-1591j),(43-1492j),(-215-1473j),(-452-1294j),(-624-1044j),(-720-783j),(-740-531j),(-715-307j),(-651-122j),(9+1j),(6-7j),(2-4j),(18469+0j),(-11776-32640j),(1152+0j),(-4-4j),(48+176j),(-125-111j),(-192-18j),(-247+101j),(-277+244j),(-272+401j),(-233+570j),(-143+676j),(-57+872j),(81+997j),(247+1119j),(435+1209j),(648+1273j),(872+1306j),(1116+1316j),(1367+1285j),(1647+1208j),(1940+1070j),(2217+852j),(2477+566j),(2633+203j),(2695-194j),(2707-637j),(2598-1081j),(2371-1489j),(2027-1828j),(1602-2042j),(1144-2115j)
2025-05-05 18:46:20.520403,(-19-46j),(1829+490j),(1552+272j),(1256+96j),(928-18j),(596-61j),(278-44j),17j,(-257+99j),(-475+218j),(-654+361j),(-794+515j),(-894+673j),(-955+830j),(-996+993j),(-991+1156j),(-939+1304j),(-847+1421j),(-721+1512j),(-572+1561j),(-410+1581j),(-211+1540j),(-57+1484j),(110+1355j),(250+1179j),(353+981j),(413+793j),(446+615j),(454+454j),(-10+3j),(-10+0j),(-7+1j),(18469+0j),(-11776-32640j),(128+0j),-6j,(127+119j),(-158-34j),(-182+70j),(-198+188j),(-200+319j),(-189+459j),(-166+601j),(-120+728j),(-93+868j),(-42+999j),(16+1134j),(82+1278j),(160+1417j),(238+1549j),(318+1680j),(404+1820j),(515+1957j),(666+2115j),(851+2241j),(1055+2309j),(1265+2322j),(1470+2271j),(1693+2222j),(1900+2095j),(2077+1898j),(2194+1641j),(2215+1345j),(2164+1054j)
2025-05-05 18:46:20.894358,(13+19j),(-1452-392j),(-1245-186j),(-1002-31j),(-739+63j),(-467+96j),(-223+67j),4j,(186-96j),(343-225j),(465-377j),(542-530j),(582-679j),(586-827j),(563-977j),(501-1114j),(396-1220j),(263-1295j),(119-1328j),(-35-1326j),(-190-1288j),(-351-1202j),(-471-1089j),(-567-924j),(-614-745j),(-624-558j),(-604-387j),(-556-237j),(-494-111j),(8-2j),(8-5j),(5-2j),(18469+0j),(-11520-32640j),(1152+0j),(7+0j),(-40-115j),(102+72j),(156+13j),(209-58j),(255-149j),(292-248j),(320-362j),(340-483j),(343-591j),(338-713j),(319-837j),(306-968j),(261-1093j),(223-1212j),(169-1345j),(101-1464j),(14-1605j),(-112-1741j),(-265-1852j),(-445-1941j),(-646-1967j),(-862-1962j),(-1070-1910j),(-1276-1810j),(-1470-1652j),(-1610-1434j),(-1671-1175j),(-1669-903j)
2025-05-05 18:46:21.290573,(19-11j),(-1000+1144j),(-801+999j),(-604+824j),(-420+626j),(-253+414j),(-114+200j),(16+9j),(121-186j),(212-369j),(294-537j),(355-686j),(404-817j),(442-939j),(474-1057j),(483-1161j),(470-1233j),(441-1285j),(396-1306j),(342-1314j),(279-1308j),(195-1292j),(127-1216j),(49-1126j),(-27-1010j),(-89-870j),(-135-741j),(-167-615j),(-189-500j),(-2-1j),(5+0j),(2+6j),(18469+0j),(-11520-32640j),(1152+0j),(3+1j),(21+108j),(-70-67j),(-120-14j),(-175+42j),(-235+109j),(-301+181j),(-378+255j),(-455+338j),(-538+393j),(-622+457j),(-715+522j),(-818+579j),(-928+637j),(-1039+683j),(-1154+729j),(-1271+778j),(-1393+830j),(-1518+896j),(-1634+968j),(-1734+1038j),(-1792+1111j),(-1825+1183j),(-1838+1249j),(-1827+1317j),(-1777+1376j),(-1680+1405j),(-1539+1389j),(-1377+1346j)
2025-05-05 18:46:21.682723,(-16-24j),(1462+375j),(1241+240j),(1000+128j),(747+47j),(489-2j),(239-22j),(2-13j),(-215+3j),(-411+39j),(-589+86j),(-746+139j),(-879+200j),(-992+267j),(-1087+342j),(-1159+423j),(-1200+510j),(-1207+594j),(-1187+669j),(-1142+735j),(-1069+792j),(-975+853j),(-858+857j),(-726+857j),(-576+824j),(-435+767j),(-307+698j),(-193+619j),(-97+535j),(6-5j),(-5-7j),(-4-3j),(18469+0j),(-11520-32640j),(1152+0j),(5+1j),(96+9j),(-62+48j),(-16+108j),(41+173j),(107+235j),(179+297j),(256+363j),(328+437j),(403+501j),(475+572j),(549+650j),(625+733j),(704+825j),(781+915j),(862+1011j),(952+1109j),(1050+1203j),(1166+1289j),(1298+1363j),(1421+1406j),(1539+1415j),(1636+1391j),(1749+1361j),(1835+1288j),(1895+1173j),(1903+1030j),(1869+866j),(1774+704j)
2025-05-05 18:46:22.087422,(6+6j),(-1513-492j),(-1307-105j),(-1007+177j),(-647+332j),(-277+346j),(60+232j),(322+8j),(488-293j),(527-640j),(437-977j),(226-1268j),(-78-1470j),(-449-1573j),(-847-1558j),(-1226-1410j),(-1541-1153j),(-1751-801j),(-1858-421j),(-1850-30j),(-1762+329j),(-1542+632j),(-1309+862j),(-1014+990j),(-726+1030j),(-464+1000j),(-242+912j),(-58+794j),(83+652j),-6j,(-14+0j),(-10+1j),(18469+0j),(-11264-32640j),(1152+0j),(-8+2j),(-181+2j),(153-55j),(105-74j),(46-56j),(-2+4j),(-30+101j),(-23+225j),(30+359j),(135+490j),(295+594j),(502+657j),(736+669j),(991+619j),(1244+501j),(1479+306j),(1689+34j),(1824-306j),(1888-700j),(1862-1124j),(1714-1549j),(1433-1925j),(1058-2248j),(578-2430j),(64-2494j),(-445-2424j),(-905-2197j),(-1266-1847j),(-1494-1407j)
2025-05-05 18:46:22.497067,(-12-3j),(1285-1005j),(865-1029j),(489-947j),(175-764j),(-58-499j),(-188-175j),(-208+163j),(-118+478j),(84+741j),(360+929j),(693+1013j),(1037+974j),(1349+818j),(1619+576j),(1805+261j),(1886-104j),(1841-475j),(1693-807j),(1472-1093j),(1189-1297j),(864-1432j),(543-1441j),(240-1362j),(-15-1220j),(-209-1023j),(-333-820j),(-404-611j),(-425-413j),(4+2j),(10-6j),(4-3j),(18469+0j),(-11264-32640j),(1152+0j),(-1-1j),(-108-191j),(136+130j),(126+63j),(76-4j),(-10-51j),(-130-75j),(-271-59j),(-415-5j),(-558+109j),(-668+263j),(-746+458j),(-788+678j),(-776+924j),(-711+1170j),(-579+1404j),(-396+1631j),(-145+1827j),(155+1975j),(506+2079j),(881+2076j),(1267+1982j),(1651+1802j),(1953+1494j),(2191+1114j),(2323+689j),(2343+243j),(2224-187j),(1994-561j)
2025-05-05 18:46:22.922141,(1-23j),(1285+1002j),(1130+759j),(948+522j),(728+307j),(486+96j),(231-74j),(-30-235j),(-301-354j),(-579-447j),(-848-502j),(-1094-517j),(-1308-499j),(-1499-446j),(-1663-375j),(-1791-282j),(-1865-168j),(-1884-48j),(-1858+66j),(-1811+168j),(-1728+265j),(-1603+354j),(-1476+413j),(-1302+452j),(-1112+460j),(-927+442j),(-753+406j),(-589+368j),(-434+324j),(-1+3j),(-3-8j),(4-6j),(18469+0j),(-11264-32640j),(1152+0j),(-4-3j),(-12+208j),(-21-190j),(-42-140j),(-56-69j),(-55+32j),(-49+149j),(-27+285j),(5+432j),(40+578j),(89+732j),(159+892j),(226+1055j),(309+1205j),(385+1349j),(462+1483j),(536+1621j),(624+1750j),(726+1878j),(834+1987j),(952+2077j),(1052+2106j),(1171+2133j),(1267+2103j),(1375+2057j),(1461+1964j),(1525+1828j),(1518+1638j),(1473+1434j)
