timestamp,subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_3,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_27,subcarrier_28,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_52,subcarrier_53,subcarrier_54,subcarrier_55,subcarrier_56,subcarrier_57,subcarrier_58,subcarrier_59,subcarrier_60,subcarrier_61,subcarrier_62,subcarrier_63
2025-05-21 03:26:57.613739,(4+25j),(-1443-942j),(-1661-651j),(-1840-343j),(-1936-9j),(-1958+334j),(-1911+663j),(-1785+956j),(-1636+1229j),(-1413+1430j),(-1162+1565j),(-886+1623j),(-621+1616j),(-379+1556j),(-173+1440j),(-12+1284j),(95+1101j),(145+907j),(141+719j),(94+559j),(17+438j),(-80+349j),(-188+304j),(-292+288j),(-379+305j),(-439+345j),(-464+390j),(-454+423j),(-416+437j),(6-4j),(-2-4j),(-3+1j),(18469+0j),(-11520-32640j),(1152+0j),(-5+2j),(-229-159j),(232+226j),(226+293j),(208+368j),(195+459j),(203+568j),(244+686j),(315+799j),(429+885j),(563+953j),(722+989j),(896+984j),(1075+931j),(1239+820j),(1378+672j),(1484+484j),(1552+268j),(1579+25j),(1553-236j),(1459-497j),(1307-746j),(1097-966j),(851-1158j),(559-1311j),(235-1408j),(-110-1443j),(-462-1403j),(-813-1319j)
2025-05-21 03:26:58.595887,(7+21j),(-1447-240j),(-1561-40j),(-1649+155j),(-1707+339j),(-1729+512j),(-1725+667j),(-1699+803j),(-1669+923j),(-1609+1023j),(-1516+1085j),(-1408+1120j),(-1296+1116j),(-1182+1085j),(-1072+1031j),(-967+953j),(-859+852j),(-768+735j),(-685+596j),(-623+459j),(-581+326j),(-565+198j),(-536+73j),(-522-46j),(-512-147j),(-514-225j),(-507-280j),(-482-297j),(-446-287j),(6+8j),(3+5j),(5-1j),(18469+0j),(-11520-32640j),(1152+0j),(4-4j),(-22+181j),(46-226j),(105-271j),(204-313j),(322-365j),(442-438j),(560-521j),(638-606j),(733-706j),(804-813j),(853-922j),(881-1031j),(877-1134j),(844-1208j),(795-1267j),(731-1323j),(650-1370j),(544-1399j),(422-1409j),(281-1408j),(124-1367j),(-46-1291j),(-214-1246j),(-401-1155j),(-596-1049j),(-785-918j),(-962-759j),(-1133-604j)
2025-05-21 03:26:58.953028,(-29-16j),(1344-1109j),(1231-1349j),(1118-1582j),(981-1780j),(821-1943j),(654-2069j),(486-2180j),(306-2235j),(122-2258j),(-56-2221j),(-214-2152j),(-347-2037j),(-447-1905j),(-518-1748j),(-561-1585j),(-568-1406j),(-541-1217j),(-480-1048j),(-395-881j),(-295-749j),(-190-628j),(-65-536j),(52-462j),(162-407j),(254-373j),(323-351j),(357-336j),(363-326j),(-5+0j),(-7+4j),(7-1j),(18469+0j),(-11776-32640j),(1152+0j),(-7-3j),(-6-328j),(-11+382j),(-48+454j),(-106+555j),(-171+677j),(-226+813j),(-266+968j),(-287+1121j),(-273+1254j),(-241+1386j),(-182+1513j),(-97+1618j),(15+1698j),(139+1733j),(268+1748j),(400+1725j),(536+1685j),(680+1612j),(824+1502j),(959+1350j),(1080+1173j),(1186+965j),(1272+754j),(1360+516j),(1415+253j),(1445-21j),(1455-303j),(1441-576j)
2025-05-21 03:26:59.297372,(-28+3j),(859-1323j),(695-1511j),(521-1683j),(326-1791j),(128-1868j),(-65-1911j),(-256-1942j),(-429-1885j),(-598-1825j),(-744-1710j),(-847-1568j),(-910-1407j),(-939-1245j),(-934-1088j),(-901-934j),(-829-780j),(-729-647j),(-605-542j),(-476-468j),(-356-427j),(-246-401j),(-139-401j),(-46-413j),(30-434j),(79-462j),(103-482j),(99-481j),(77-461j),(7+8j),(2+4j),(4-1j),(18469+0j),(-11520-32640j),(1152+0j),(2-2j),(53-191j),(-86+213j),(-149+245j),(-246+293j),(-356+369j),(-459+477j),(-537+601j),(-591+738j),(-597+872j),(-581+1010j),(-537+1146j),(-453+1271j),(-340+1361j),(-197+1418j),(-48+1438j),(104+1417j),(259+1382j),(416+1306j),(572+1198j),(719+1052j),(850+877j),(956+680j),(1044+459j),(1126+215j),(1167-49j),(1172-319j),(1137-588j),(1080-845j)
2025-05-21 03:26:59.641335,(23+17j),(-1487+369j),(-1501+641j),(-1473+907j),(-1393+1158j),(-1268+1373j),(-1120+1559j),(-924+1680j),(-735+1784j),(-525+1837j),(-308+1830j),(-108+1760j),(57+1651j),(189+1521j),(287+1371j),(339+1209j),(352+1031j),(327+858j),(262+709j),(173+587j),(73+497j),(-33+449j),(-140+415j),(-236+409j),(-313+428j),(-365+460j),(-386+492j),(-366+505j),(-314+502j),(1-5j),-2j,0j,(18469+0j),(-11776-32640j),(1152+0j),(1+0j),(-232+27j),(276-44j),(330-31j),(403+13j),(496+64j),(614+96j),(744+98j),(866+71j),(987+11j),(1077-77j),(1151-196j),(1199-338j),(1213-487j),(1178-629j),(1099-758j),(991-881j),(862-985j),(709-1071j),(532-1134j),(319-1158j),(98-1156j),(-114-1100j),(-346-1038j),(-577-933j),(-802-789j),(-1001-610j),(-1173-393j),(-1321-161j)
2025-05-21 03:26:59.987115,(-1+20j),(-937-1309j),(-1316-1001j),(-1612-623j),(-1777-175j),(-1798+298j),(-1680+745j),(-1454+1122j),(-1139+1429j),(-769+1618j),(-381+1675j),(-16+1628j),(295+1495j),(534+1291j),(693+1064j),(766+835j),(766+627j),(716+463j),(637+352j),(559+293j),(504+276j),(491+289j),(492+292j),(526+291j),(569+267j),(619+216j),(651+134j),(644+27j),(584-82j),(-3+0j),(-3+1j),(1+7j),(18469+0j),(-11520-32640j),(1152+0j),(3-3j),(204+193j),(-254-205j),(-286-233j),(-317-286j),(-378-359j),(-490-424j),(-646-449j),(-838-419j),(-1007-301j),(-1165-121j),(-1278+124j),(-1321+410j),(-1269+710j),(-1131+999j),(-902+1248j),(-601+1437j),(-251+1534j),(128+1538j),(501+1440j),(839+1237j),(1109+930j),(1284+557j),(1368+129j),(1323-309j),(1151-718j),(860-1066j),(469-1314j),(14-1464j)
2025-05-21 03:27:00.335487,(-14+27j),(-850-1582j),(-1082-1528j),(-1299-1473j),(-1494-1402j),(-1650-1297j),(-1765-1187j),(-1900-1073j),(-1917-950j),(-1931-817j),(-1907-685j),(-1842-565j),(-1732-460j),(-1600-376j),(-1460-318j),(-1293-279j),(-1121-251j),(-935-248j),(-749-265j),(-572-300j),(-419-347j),(-271-401j),(-157-466j),(-52-525j),(36-582j),(96-623j),(139-647j),(157-635j),(160-594j),(-11+10j),4j,(-1+5j),(18469+0j),(-11776-32640j),(1152+0j),(-5+1j),(-165+119j),(262-129j),(384-111j),(536-63j),(709-13j),(904+24j),(1095+32j),(1292+8j),(1427-19j),(1569-75j),(1697-146j),(1794-243j),(1860-351j),(1874-461j),(1863-559j),(1820-651j),(1765-738j),(1682-835j),(1576-941j),(1443-1039j),(1267-1127j),(1106-1217j),(880-1285j),(665-1371j),(427-1444j),(180-1501j),(-85-1538j),(-345-1581j)
2025-05-21 03:27:00.693032,(28-5j),(-479+1584j),(-288+1757j),(-96+1901j),(108+2007j),(292+2088j),(486+2109j),(701+2132j),(868+2096j),(1015+2035j),(1162+1921j),(1260+1766j),(1285+1604j),(1296+1424j),(1278+1264j),(1219+1098j),(1110+921j),(984+773j),(804+633j),(637+541j),(474+469j),(293+441j),(141+399j),(-17+395j),(-144+408j),(-247+427j),(-337+449j),(-3-3j),(1-2j),(9-4j),(-2-3j),(3-2j),(18469+0j),(-11776-32640j),(1152+0j),-5j,(2+0j),(3+7j),(-387-322j),(-363-439j),(-384-584j),(-417-725j),(-479-876j),(-563-1000j),(-638-1094j),(-745-1164j),(-853-1214j),(-976-1237j),(-1093-1216j),(-1163-1163j),(-1246-1087j),(-1304-997j),(-1345-885j),(-1373-750j),(-1388-606j),(-1395-441j),(-1355-258j),(-1314-67j),(-1253+117j),(-1194+324j),(-1121+543j),(-1019+758j),(-891+970j),(-777+1184j)
2025-05-21 03:27:01.047677,(20-20j),(-472+1529j),(-322+1633j),(-187+1743j),(-61+1822j),(61+1890j),(172+1919j),(269+1963j),(358+1950j),(436+1934j),(499+1889j),(537+1809j),(559+1712j),(554+1592j),(531+1469j),(494+1343j),(432+1198j),(354+1055j),(257+912j),(151+775j),(40+657j),(-83+553j),(-180+448j),(-286+359j),(-380+283j),(-459+223j),(-511+176j),(-528+141j),(-510+117j),(3+1j),(3-3j),(-2-6j),(18469+0j),(-11520-32640j),(1152+0j),(-1+1j),(274-146j),(-346+167j),(-433+158j),(-535+119j),(-645+61j),(-765-3j),(-885-65j),(-987-120j),(-1101-168j),(-1195-211j),(-1295-247j),(-1390-271j),(-1467-279j),(-1530-271j),(-1567-250j),(-1588-218j),(-1608-174j),(-1623-109j),(-1619-23j),(-1588+81j),(-1529+202j),(-1443+337j),(-1369+472j),(-1277+624j),(-1165+786j),(-1039+943j),(-901+1097j),(-760+1254j)
2025-05-21 03:27:01.398410,(1+43j),(-1429-1288j),(-1630-1133j),(-1816-1012j),(-1951-870j),(-2071-727j),(-2140-583j),(-2183-415j),(-2220-298j),(-2219-146j),(-2165-2j),(-2079+132j),(-1963+226j),(-1821+305j),(-1668+358j),(-1490+385j),(-1297+387j),(-1082+351j),(-891+293j),(-701+200j),(-535+104j),(-383-9j),(-253-132j),(-147-267j),(-66-395j),(-24-509j),(13-602j),(24-632j),(27-634j),11j,(9+9j),(-2+5j),(18469+0j),(-11776-32640j),(1152+0j),2j,(-91+67j),(165-92j),(258-104j),(395-82j),(540-65j),(715-57j),(882-70j),(1037-121j),(1191-163j),(1323-245j),(1447-340j),(1539-461j),(1594-594j),(1607-729j),(1600-862j),(1553-985j),(1489-1116j),(1379-1231j),(1237-1359j),(1062-1449j),(860-1532j),(648-1571j),(393-1619j),(132-1641j),(-151-1642j),(-428-1608j),(-699-1540j),(-960-1491j)
